date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:26:35	156/156	---M--	200	added ('OK')	text/plain	etag:%226194e761-9c%22	https://nhaxinh.com/robots.txt		(from )
23:26:35	269150/269150	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2009:30:34%20GMT	https://nhaxinh.com/	D:/thien/nhaxinh.com/index.html	(from )
23:26:36	42/42	---MC-	405	error ('Method%20Not%20Allowed')	text/plain	date:Tue,%2010%20Sep%202024%2016:26:38%20GMT	https://nhaxinh.com/xmlrpc.php	D:/thien/nhaxinh.com/xmlrpc.php	(from https://nhaxinh.com/)
23:26:36	1150/1150	---M--	200	added ('OK')	image/x-icon	etag:%226194e759-47e%22	https://nhaxinh.com/wp-content/themes/flatsome-child/assets/images/favicon.ico	D:/thien/nhaxinh.com/wp-content/themes/flatsome-child/assets/images/favicon.ico	(from https://nhaxinh.com/)
23:26:36	81724/81724	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-13f3c%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome-child/assets/css/all.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome-child/assets/css/all2902.css	(from https://nhaxinh.com/)
23:26:36	78592/78592	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-13300%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome-child/assets/css/fontawesome.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome-child/assets/css/fontawesome2902.css	(from https://nhaxinh.com/)
23:26:37	918/918	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-396%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome-child/assets/css/brands.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome-child/assets/css/brands2902.css	(from https://nhaxinh.com/)
23:26:37	926/926	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-39e%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome-child/assets/css/solid.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome-child/assets/css/solid2902.css	(from https://nhaxinh.com/)
23:26:37	3351/3351	---MCZ	200	added ('OK')	text/css	etag:W/%226194e759-d17%22	https://nhaxinh.com/wp-content/themes/flatsome-child/assets/css/owl.carousel.min.css	D:/thien/nhaxinh.com/wp-content/themes/flatsome-child/assets/css/owl.carousel.min.css	(from https://nhaxinh.com/)
23:26:37	156499/156499	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-26353%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome-child/assets/css/styles.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome-child/assets/css/styles2902.css	(from https://nhaxinh.com/)
23:26:37	53856/53856	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663850a2-d260%22	https://nhaxinh.com/wp-content/themes/flatsome/assets/js/flatsome.js?ver=a0a7aee297766598a20e	D:/thien/nhaxinh.com/wp-content/themes/flatsome/assets/js/flatsomeaeec.js	(from https://nhaxinh.com/)
23:26:38	49913/49913	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663850a2-c2f9%22	https://nhaxinh.com/wp-content/themes/flatsome/assets/js/chunk.slider.js?ver=3.18.7	D:/thien/nhaxinh.com/wp-content/themes/flatsome/assets/js/chunk.slider1bad.js	(from https://nhaxinh.com/)
23:26:38	20041/20041	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663850a2-4e49%22	https://nhaxinh.com/wp-content/themes/flatsome/assets/js/chunk.popups.js?ver=3.18.7	D:/thien/nhaxinh.com/wp-content/themes/flatsome/assets/js/chunk.popups1bad.js	(from https://nhaxinh.com/)
23:26:38	39860/39860	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663850a2-9bb4%22	https://nhaxinh.com/wp-content/themes/flatsome/assets/js/chunk.tooltips.js?ver=3.18.7	D:/thien/nhaxinh.com/wp-content/themes/flatsome/assets/js/chunk.tooltips1bad.js	(from https://nhaxinh.com/)
23:26:38	21855/21855	---MCZ	200	added ('OK')	application/javascript	etag:W/%22663850a2-555f%22	https://nhaxinh.com/wp-content/themes/flatsome/assets/js/woocommerce.js?ver=49415fe6a9266f32f1f2	D:/thien/nhaxinh.com/wp-content/themes/flatsome/assets/js/woocommerce9c5c.js	(from https://nhaxinh.com/)
23:26:38	33431/33431	---MCZ	200	added ('OK')	text/css	etag:W/%2265b0ae30-8297%22	https://nhaxinh.com/wp-content/plugins/instagram-feed/css/sbi-styles.min.css?ver=6.2.7	D:/thien/nhaxinh.com/wp-content/plugins/instagram-feed/css/sbi-styles.min311f.css	(from https://nhaxinh.com/)
23:26:39	58841/58841	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-e5d9%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/sitepress-multilingual-cms/dist/css/blocks/styles.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/sitepress-multilingual-cms/dist/css/blocks/styles2902.css	(from https://nhaxinh.com/)
23:26:39	267783/267783	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20Sep%202024%2004:58:39%20GMT	https://nhaxinh.com/?lang=en	D:/thien/nhaxinh.com/index9ed2.html	(from https://nhaxinh.com/)
23:26:39	2237/2237	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-8bd%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/contact-form-7/includes/css/styles2902.css	(from https://nhaxinh.com/)
23:26:40	4424/4424	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce2-1148%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/devvn-woo-address-selectbox/vietnam-checkout/assets/css/devvn_dwas_style.css?ver=1724308706	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/devvn-woo-address-selectbox/vietnam-checkout/assets/css/devvn_dwas_style2e25.css	(from https://nhaxinh.com/)
23:26:40	46962/46962	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-b772%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/download-manager/assets/fontawesome/css/all.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/download-manager/assets/fontawesome/css/all2902.css	(from https://nhaxinh.com/)
23:26:40	57835/57835	---MCZ	200	added ('OK')	text/css	etag:W/%2262737d1e-e1eb%22	https://nhaxinh.com/wp-content/plugins/download-manager/assets/bootstrap/css/bootstrap.min.css?ver=8d624ed9eef940c6c6f2a3ad111104d7	D:/thien/nhaxinh.com/wp-content/plugins/download-manager/assets/bootstrap/css/bootstrap.minbcd6.css	(from https://nhaxinh.com/)
23:26:40	38926/38926	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-980e%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/download-manager/assets/css/front.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/download-manager/assets/css/front2902.css	(from https://nhaxinh.com/)
23:26:41	423/423	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-1a7%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/woo-related-products-refresh-on-reload/public/css/woo-related-products-public.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/woo-related-products-refresh-on-reload/public/css/woo-related-products-public2902.css	(from https://nhaxinh.com/)
23:26:41	688/688	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%228b2f2dbfe4af6d376b1dbfe159c51d98%22	https://nhaxinh.com/comments/feed/	D:/thien/nhaxinh.com/comments/feed/index.html	(from https://nhaxinh.com/)
23:26:41	1265/1265	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-4f1%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/woo-related-products-refresh-on-reload/public/owl-carousel/owl.carousel.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/woo-related-products-refresh-on-reload/public/owl-carousel/owl.carousel2902.css	(from https://nhaxinh.com/)
23:26:41	908/908	---MCZ	200	added ('OK')	text/css	etag:W/%2266346eaf-38c%22	https://nhaxinh.com/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/legacy-list-horizontal/style.min.css?ver=1	D:/thien/nhaxinh.com/wp-content/plugins/sitepress-multilingual-cms/templates/language-switchers/legacy-list-horizontal/style.min68b3.css	(from https://nhaxinh.com/)
23:26:41	8003/8003	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-1f43%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/multiple-shipping-address-woocommerce/css/style.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/multiple-shipping-address-woocommerce/css/style2902.css	(from https://nhaxinh.com/)
23:26:41	11014/11014	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-2b06%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/yith-woocommerce-ajax-product-filter-premium/assets/css/ion.range-slider.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/yith-woocommerce-ajax-product-filter-premium/assets/css/ion.range-slider2902.css	(from https://nhaxinh.com/)
23:26:42	25852/25852	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-64fc%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/yith-woocommerce-ajax-product-filter-premium/assets/css/shortcodes.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/yith-woocommerce-ajax-product-filter-premium/assets/css/shortcodes2902.css	(from https://nhaxinh.com/)
23:26:42	3285/3285	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-cd5%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome/inc/integrations/wc-yith-wishlist/wishlist.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome/inc/integrations/wc-yith-wishlist/wishlist2902.css	(from https://nhaxinh.com/)
23:26:42	151793/151793	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-250f1%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome/assets/css/flatsome.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome/assets/css/flatsome2902.css	(from https://nhaxinh.com/)
23:26:42	749674/749674	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%228b2f2dbfe4af6d376b1dbfe159c51d98%22	https://nhaxinh.com/feed/	D:/thien/nhaxinh.com/feed/index.html	(from https://nhaxinh.com/)
23:26:42	13090/13090	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22663850a2-3322%22	https://nhaxinh.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot?v=3.18.7	D:/thien/nhaxinh.com/wp-content/themes/flatsome/assets/css/icons/fl-iconsbfd1.eot	(from https://nhaxinh.com/)
23:26:42	13090/13090	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22663850a2-3322%22	https://nhaxinh.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot	D:/thien/nhaxinh.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.eot	(from https://nhaxinh.com/)
23:26:43	7244/7244	---M--	200	added ('OK')	application/octet-stream	etag:%22663850a2-1c4c%22	https://nhaxinh.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.woff2?v=3.18.7	D:/thien/nhaxinh.com/wp-content/themes/flatsome/assets/css/icons/fl-iconsbfd1.woff2	(from https://nhaxinh.com/)
23:26:43	12920/12920	---M--	200	added ('OK')	application/octet-stream	etag:%22663850a2-3278%22	https://nhaxinh.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.ttf?v=3.18.7	D:/thien/nhaxinh.com/wp-content/themes/flatsome/assets/css/icons/fl-iconsbfd1.ttf	(from https://nhaxinh.com/)
23:26:43	12996/12996	---M--	200	added ('OK')	application/font-woff	etag:%22663850a2-32c4%22	https://nhaxinh.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.woff?v=3.18.7	D:/thien/nhaxinh.com/wp-content/themes/flatsome/assets/css/icons/fl-iconsbfd1.woff	(from https://nhaxinh.com/)
23:26:43	37371/37371	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22663850a2-91fb%22	https://nhaxinh.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.svg?v=3.18.7	D:/thien/nhaxinh.com/wp-content/themes/flatsome/assets/css/icons/fl-iconsbfd1.svg	(from https://nhaxinh.com/)
23:26:43	30105/30105	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-7599%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome/assets/css/flatsome-shop.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome/assets/css/flatsome-shop2902.css	(from https://nhaxinh.com/)
23:26:44	48205/48205	---MCZ	200	added ('OK')	text/css	etag:W/%2266c6dce1-bc4d%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome-child/style.css?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/themes/flatsome-child/style2902.css	(from https://nhaxinh.com/)
23:26:44	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%22654af2dd-15601%22	https://nhaxinh.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/thien/nhaxinh.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://nhaxinh.com/)
23:26:44	21218/21218	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262737d1e-52e2%22	https://nhaxinh.com/wp-content/plugins/download-manager/assets/bootstrap/js/popper.min.js?ver=8d624ed9eef940c6c6f2a3ad111104d7	D:/thien/nhaxinh.com/wp-content/plugins/download-manager/assets/bootstrap/js/popper.minbcd6.js	(from https://nhaxinh.com/)
23:26:44	62440/62440	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262737d1e-f3e8%22	https://nhaxinh.com/wp-content/plugins/download-manager/assets/bootstrap/js/bootstrap.min.js?ver=8d624ed9eef940c6c6f2a3ad111104d7	D:/thien/nhaxinh.com/wp-content/plugins/download-manager/assets/bootstrap/js/bootstrap.minbcd6.js	(from https://nhaxinh.com/)
23:26:45	29770/29770	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c6dce1-744a%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/download-manager/assets/js/front.js?ver=1724308705	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/download-manager/assets/js/front2902.js	(from https://nhaxinh.com/)
23:26:45	332/332	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c6dce2-14c%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/woo-related-products-refresh-on-reload/public/js/woo-related-products-public.js?ver=1724308706	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/woo-related-products-refresh-on-reload/public/js/woo-related-products-public2e25.js	(from https://nhaxinh.com/)
23:26:45	9636/9636	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266672122-25a4%22	https://nhaxinh.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.8.8.5	D:/thien/nhaxinh.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.minc854.js	(from https://nhaxinh.com/)
23:26:45	3058/3058	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266672122-bf2%22	https://nhaxinh.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=8.8.5	D:/thien/nhaxinh.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.minc484.js	(from https://nhaxinh.com/)
23:26:45	1720/1720	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266672122-6b8%22	https://nhaxinh.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.8.8.5	D:/thien/nhaxinh.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min8730.js	(from https://nhaxinh.com/)
23:26:46	15376/15376	---MCZ	200	added ('OK')	application/javascript	etag:W/%2266c6dce2-3c10%22	https://nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/multiple-shipping-address-woocommerce/js/front.js?ver=1724308706	D:/thien/nhaxinh.com/wp-content/cache/min/1/wp-content/plugins/multiple-shipping-address-woocommerce/js/front2e25.js	(from https://nhaxinh.com/)
23:26:47	107354/107354	---MCZ	200	added ('OK')	application/json	date:Tue,%2010%20Sep%202024%2016:26:49%20GMT	https://nhaxinh.com/wp-json/wp/v2/pages/97	D:/thien/nhaxinh.com/wp-json/wp/v2/pages/97.json	(from https://nhaxinh.com/)
23:26:47	1378463/1378463	---MCZ	200	added ('OK')	application/json	date:Tue,%2010%20Sep%202024%2016:26:49%20GMT	https://nhaxinh.com/wp-json/	D:/thien/nhaxinh.com/wp-json/index.html	(from https://nhaxinh.com/)
23:26:48	781/781	---MCZ	200	added ('OK')	text/xml	date:Tue,%2010%20Sep%202024%2016:26:49%20GMT	https://nhaxinh.com/xmlrpc.php?rsd	D:/thien/nhaxinh.com/xmlrpc0db0.php	(from https://nhaxinh.com/)
23:26:49	2206/2206	---MCZ	200	added ('OK')	application/json	date:Tue,%2010%20Sep%202024%2016:26:50%20GMT	https://nhaxinh.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fnhaxinh.com%2F	D:/thien/nhaxinh.com/wp-json/oembed/1.0/embede935.json	(from https://nhaxinh.com/)
